"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN102","0cell","KTN1020cells10","SRR5957457","SAMN07540565","SRX3115663"
"KTN102","0cell","KTN1020cells2","SRR5957462","SAMN07540557","SRX3115658"
"KTN102","0cell","KTN1020cells5","SRR5957465","SAMN07540560","SRX3115655"
"KTN102","OPcell","KTN102OPcells66","SRR5957467","SAMN07540712","SRX3115653"
"KTN102","OPcell","KTN102OPcells60","SRR5957473","SAMN07540706","SRX3115647"
"KTN102","OPcell","KTN102OPcells61","SRR5957474","SAMN07540707","SRX3115646"
"KTN102","OPcell","KTN102OPcells1","SRR5957475","SAMN07540647","SRX3115645"
"KTN102","OPcell","KTN102OPcells179","SRR5957477","SAMN07540825","SRX3115643"
"KTN102","0cell","KTN1020cells45","SRR5957481","SAMN07540600","SRX3115639"
"KTN102","0cell","KTN1020cells43","SRR5957487","SAMN07540598","SRX3115633"
"KTN102","OPcell","KTN102OPcells130","SRR5957490","SAMN07540776","SRX3115630"
"KTN102","OPcell","KTN102OPcells177","SRR5957500","SAMN07540823","SRX3115620"
"KTN102","OPcell","KTN102OPcells59","SRR5957501","SAMN07540705","SRX3115619"
"KTN102","OPcell","KTN102OPcells146","SRR5957513","SAMN07540792","SRX3115607"
"KTN102","OPcell","KTN102OPcells159","SRR5957520","SAMN07540805","SRX3115600"
"KTN102","OPcell","KTN102OPcells41","SRR5957530","SAMN07540687","SRX3115590"
"KTN102","0cell","KTN1020cells57","SRR5957540","SAMN07540612","SRX3115580"
"KTN102","0cell","KTN1020cells24","SRR5957544","SAMN07540579","SRX3115576"
"KTN102","0cell","KTN1020cells26","SRR5957550","SAMN07540581","SRX3115570"
"KTN102","OPcell","KTN102OPcells168","SRR5957555","SAMN07540814","SRX3115565"
"KTN102","OPcell","KTN102OPcells39","SRR5957556","SAMN07540685","SRX3115564"
"KTN102","OPcell","KTN102OPcells37","SRR5957558","SAMN07540683","SRX3115562"
"KTN102","OPcell","KTN102OPcells32","SRR5957563","SAMN07540678","SRX3115557"
"KTN102","OPcell","KTN102OPcells162","SRR5957575","SAMN07540808","SRX3115545"
"KTN102","OPcell","KTN102OPcells102","SRR5957576","SAMN07540748","SRX3115544"
"KTN102","OPcell","KTN102OPcells103","SRR5957577","SAMN07540749","SRX3115543"
"KTN102","OPcell","KTN102OPcells104","SRR5957582","SAMN07540750","SRX3115538"
"KTN102","OPcell","KTN102OPcells29","SRR5957589","SAMN07540675","SRX3115531"
"KTN102","OPcell","KTN102OPcells23","SRR5957592","SAMN07540669","SRX3115528"
"KTN132","2cell","KTN1322cell438","SRR5961317","SAMN07544406","SRX3119642"
"KTN132","2cell","KTN1322cell435","SRR5961320","SAMN07544403","SRX3119639"
"KTN132","2cell","KTN1322cell437","SRR5961322","SAMN07544405","SRX3119637"
"KTN132","2cell","KTN1322cell317","SRR5961328","SAMN07544285","SRX3119631"
"KTN132","2cell","KTN1322cell321","SRR5961332","SAMN07544289","SRX3119627"
"KTN132","2cell","KTN1322cell413","SRR5961335","SAMN07544381","SRX3119624"
"KTN132","2cell","KTN1322cell312","SRR5961344","SAMN07544280","SRX3119615"
"KTN132","2cell","KTN1322cell313","SRR5961345","SAMN07544281","SRX3119614"
"KTN132","2cell","KTN1322cell308","SRR5961352","SAMN07544276","SRX3119607"
"KTN132","2cell","KTN1322cell419","SRR5961356","SAMN07544387","SRX3119603"
"KTN132","2cell","KTN1322cell418","SRR5961357","SAMN07544386","SRX3119602"
"KTN132","2cell","KTN1322cell285","SRR5961384","SAMN07544253","SRX3119575"
"KTN132","2cell","KTN1322cell392","SRR5961386","SAMN07544360","SRX3119573"
"KTN132","2cell","KTN1322cell288","SRR5961389","SAMN07544256","SRX3119570"
"KTN132","2cell","KTN1322cell291","SRR5961390","SAMN07544259","SRX3119569"
"KTN132","2cell","KTN1322cell328","SRR5961398","SAMN07544296","SRX3119561"
"KTN132","2cell","KTN1322cell329","SRR5961399","SAMN07544297","SRX3119560"
"KTN132","2cell","KTN1322cell394","SRR5961403","SAMN07544362","SRX3119556"
"KTN132","2cell","KTN1322cell355","SRR5961416","SAMN07544323","SRX3119543"
"KTN132","2cell","KTN1322cell356","SRR5961419","SAMN07544324","SRX3119540"
"KTN132","2cell","KTN1322cell363","SRR5961421","SAMN07544331","SRX3119538"
"KTN132","2cell","KTN1322cell351","SRR5961431","SAMN07544319","SRX3119528"
"KTN132","2cell","KTN1322cell297","SRR5961450","SAMN07544265","SRX3119509"
"KTN132","2cell","KTN1322cell295","SRR5961452","SAMN07544263","SRX3119507"
"KTN132","2cell","KTN1322cell294","SRR5961453","SAMN07544262","SRX3119506"
"KTN132","2cell","KTN1322cell300","SRR5961455","SAMN07544268","SRX3119504"
"KTN132","2cell","KTN1322cell432","SRR5961460","SAMN07544400","SRX3119499"
"KTN132","2cell","KTN1322cell371","SRR5961473","SAMN07544339","SRX3119486"
"KTN132","2cell","KTN1322cell367","SRR5961477","SAMN07544335","SRX3119482"
"KTN132","2cell","KTN1322cell107","SRR5967466","SAMN07552583","SRX3125123"
"KTN132","2cell","KTN1322cell44","SRR5967474","SAMN07552520","SRX3125115"
"KTN132","0cell","KTN1320cell74","SRR5967481","SAMN07552333","SRX3125108"
"KTN132","0cell","KTN1320cell76","SRR5967483","SAMN07552335","SRX3125106"
"KTN132","0cell","KTN1320cell77","SRR5967484","SAMN07552336","SRX3125105"
"KTN132","0cell","KTN1320cell211","SRR5967491","SAMN07552470","SRX3125098"
"KTN132","2cell","KTN1322cell144","SRR5967509","SAMN07552620","SRX3125080"
"KTN132","0cell","KTN1320cell167","SRR5967523","SAMN07552426","SRX3125066"
"KTN132","2cell","KTN1322cell7","SRR5967531","SAMN07552483","SRX3125058"
"KTN132","2cell","KTN1322cell13","SRR5967537","SAMN07552489","SRX3125052"
"KTN132","2cell","KTN1322cell165","SRR5967538","SAMN07552641","SRX3125051"
"KTN132","2cell","KTN1322cell164","SRR5967539","SAMN07552640","SRX3125050"
"KTN132","2cell","KTN1322cell171","SRR5967540","SAMN07552647","SRX3125049"
"KTN132","2cell","KTN1322cell170","SRR5967541","SAMN07552646","SRX3125048"
"KTN132","0cell","KTN1320cell35","SRR5967544","SAMN07552294","SRX3125045"
"KTN132","0cell","KTN1320cell31","SRR5967548","SAMN07552290","SRX3125041"
"KTN132","0cell","KTN1320cell40","SRR5967553","SAMN07552299","SRX3125036"
"KTN132","2cell","KTN1322cell94","SRR5967558","SAMN07552570","SRX3125031"
"KTN132","2cell","KTN1322cell220","SRR5967567","SAMN07552696","SRX3125022"
"KTN132","2cell","KTN1322cell215","SRR5967568","SAMN07552691","SRX3125021"
"KTN132","2cell","KTN1322cell214","SRR5967569","SAMN07552690","SRX3125020"
"KTN132","2cell","KTN1322cell222","SRR5967573","SAMN07552698","SRX3125016"
"KTN132","0cell","KTN1320cell82","SRR5967576","SAMN07552341","SRX3125013"
"KTN132","0cell","KTN1320cell86","SRR5967580","SAMN07552345","SRX3125009"
"KTN132","0cell","KTN1320cell125","SRR5967587","SAMN07552384","SRX3125002"
"KTN132","0cell","KTN1320cell123","SRR5967589","SAMN07552382","SRX3125000"
"KTN132","2cell","KTN1322cell77","SRR5967596","SAMN07552553","SRX3124993"
"KTN132","2cell","KTN1322cell76","SRR5967597","SAMN07552552","SRX3124992"
"KTN132","2cell","KTN1322cell81","SRR5967600","SAMN07552557","SRX3124989"
"KTN132","2cell","KTN1322cell80","SRR5967601","SAMN07552556","SRX3124988"
"KTN132","2cell","KTN1322cell136","SRR5967604","SAMN07552612","SRX3124985"
"KTN132","2cell","KTN1322cell137","SRR5967605","SAMN07552613","SRX3124984"
"KTN132","0cell","KTN1320cell199","SRR5967610","SAMN07552458","SRX3124979"
"KTN132","0cell","KTN1320cell191","SRR5967614","SAMN07552450","SRX3124975"
"KTN132","0cell","KTN1320cell192","SRR5967615","SAMN07552451","SRX3124974"
"KTN132","2cell","KTN1322cell58","SRR5967629","SAMN07552534","SRX3124960"
"KTN132","0cell","KTN1320cell49","SRR5967631","SAMN07552308","SRX3124958"
"KTN132","0cell","KTN1320cell47","SRR5967635","SAMN07552306","SRX3124954"
"KTN132","2cell","KTN1322cell75","SRR5967640","SAMN07552551","SRX3124949"
"KTN132","2cell","KTN1322cell185","SRR5967647","SAMN07552661","SRX3124942"
"KTN132","2cell","KTN1322cell260","SRR5967660","SAMN07552736","SRX3124929"
"KTN132","0cell","KTN1320cell155","SRR5967665","SAMN07552414","SRX3124924"
"KTN132","0cell","KTN1320cell153","SRR5967667","SAMN07552412","SRX3124922"
"KTN132","2cell","KTN1322cell91","SRR5967675","SAMN07552567","SRX3124914"
"KTN132","2cell","KTN1322cell89","SRR5967677","SAMN07552565","SRX3124912"
"KTN132","2cell","KTN1322cell225","SRR5967682","SAMN07552701","SRX3124907"
"KTN132","0cell","KTN1320cell95","SRR5967699","SAMN07552354","SRX3124890"
"KTN132","2cell","KTN1322cell23","SRR5967701","SAMN07552499","SRX3124888"
"KTN132","2cell","KTN1322cell18","SRR5967706","SAMN07552494","SRX3124883"
"KTN132","2cell","KTN1322cell16","SRR5967708","SAMN07552492","SRX3124881"
"KTN132","0cell","KTN1320cell104","SRR5967725","SAMN07552363","SRX3124864"
"KTN132","0cell","KTN1320cell117","SRR5967730","SAMN07552376","SRX3124859"
"KTN132","2cell","KTN1322cell130","SRR5967737","SAMN07552606","SRX3124852"
"KTN132","2cell","KTN1322cell128","SRR5967739","SAMN07552604","SRX3124850"
"KTN132","2cell","KTN1322cell126","SRR5967741","SAMN07552602","SRX3124848"
"KTN132","0cell","KTN1320cell189","SRR5967747","SAMN07552448","SRX3124842"
"KTN132","0cell","KTN1320cell182","SRR5967748","SAMN07552441","SRX3124841"
"KTN132","0cell","KTN1320cell181","SRR5967749","SAMN07552440","SRX3124840"
"KTN132","0cell","KTN1320cell188","SRR5967754","SAMN07552447","SRX3124835"
"KTN132","2cell","KTN1322cell24","SRR5967762","SAMN07552500","SRX3124827"
"KTN132","0cell","KTN1320cell58","SRR5967769","SAMN07552317","SRX3124820"
"KTN132","0cell","KTN1320cell52","SRR5967775","SAMN07552311","SRX3124814"
"KTN132","2cell","KTN1322cell196","SRR5967779","SAMN07552672","SRX3124810"
"KTN132","2cell","KTN1322cell113","SRR5967798","SAMN07552589","SRX3124791"
"KTN132","2cell","KTN1322cell112","SRR5967799","SAMN07552588","SRX3124790"
"KTN132","0cell","KTN1320cell150","SRR5967802","SAMN07552409","SRX3125287"
"KTN132","0cell","KTN1320cell148","SRR5967806","SAMN07552407","SRX3125283"
"KTN132","0cell","KTN1320cell144","SRR5967810","SAMN07552403","SRX3125279"
"KTN132","0cell","KTN1320cell12","SRR5967815","SAMN07552271","SRX3125274"
"KTN132","0cell","KTN1320cell20","SRR5967821","SAMN07552279","SRX3125268"
"KTN132","2cell","KTN1322cell123","SRR5967823","SAMN07552599","SRX3125266"
"KTN132","2cell","KTN1322cell117","SRR5967829","SAMN07552593","SRX3125260"
"KTN132","0cell","KTN1320cell68","SRR5967832","SAMN07552327","SRX3125257"
"KTN132","0cell","KTN1320cell66","SRR5967834","SAMN07552325","SRX3125255"
"KTN132","0cell","KTN1320cell62","SRR5967838","SAMN07552321","SRX3125251"
"KTN132","0cell","KTN1320cell209","SRR5967842","SAMN07552468","SRX3125247"
"KTN132","0cell","KTN1320cell207","SRR5967848","SAMN07552466","SRX3125241"
"KTN132","2cell","KTN1322cell237","SRR5967859","SAMN07552713","SRX3125230"
"KTN132","2cell","KTN1322cell182","SRR5967863","SAMN07552658","SRX3125226"
"KTN132","0cell","KTN1320cell103","SRR5967867","SAMN07552362","SRX3125222"
"KTN132","0cell","KTN1320cell108","SRR5967870","SAMN07552367","SRX3125219"
"KTN132","0cell","KTN1320cell110","SRR5967872","SAMN07552369","SRX3125217"
"KTN132","2cell","KTN1322cell174","SRR5967874","SAMN07552650","SRX3125215"
"KTN132","2cell","KTN1322cell175","SRR5967875","SAMN07552651","SRX3125214"
"KTN132","2cell","KTN1322cell161","SRR5967881","SAMN07552637","SRX3125208"
"KTN132","2cell","KTN1322cell162","SRR5967884","SAMN07552638","SRX3125205"
"KTN132","2cell","KTN1322cell163","SRR5967885","SAMN07552639","SRX3125204"
"KTN132","0cell","KTN1320cell175","SRR5967886","SAMN07552434","SRX3125203"
"KTN132","0cell","KTN1320cell176","SRR5967887","SAMN07552435","SRX3125202"
"KTN132","0cell","KTN1320cell177","SRR5967888","SAMN07552436","SRX3125201"
"KTN132","2cell","KTN1322cell183","SRR5967901","SAMN07552659","SRX3125188"
"KTN132","2cell","KTN1322cell176","SRR5967910","SAMN07552652","SRX3125179"
"KTN132","0cell","KTN1320cell29","SRR5967913","SAMN07552288","SRX3125176"
"KTN132","0cell","KTN1320cell24","SRR5967914","SAMN07552283","SRX3125175"
"KTN132","0cell","KTN1320cell28","SRR5967918","SAMN07552287","SRX3125171"
"KTN132","2cell","KTN1322cell206","SRR5967926","SAMN07552682","SRX3125163"
"KTN132","2cell","KTN1322cell212","SRR5967930","SAMN07552688","SRX3125159"
"KTN132","2cell","KTN1322cell274","SRR5967935","SAMN07552750","SRX3125154"
"KTN132","0cell","KTN1320cell132","SRR5967945","SAMN07552391","SRX3125144"
"KTN132","2cell","KTN1322cell67","SRR5967953","SAMN07552543","SRX3125136"
"KTN132","2cell","KTN1322cell70","SRR5967956","SAMN07552546","SRX3125133"
"KTN132","2cell","KTN1322cell443","SRR5961314","SAMN07544411","SRX3119645"
"KTN132","2cell","KTN1322cell440","SRR5961319","SAMN07544408","SRX3119640"
"KTN132","2cell","KTN1322cell434","SRR5961321","SAMN07544402","SRX3119638"
"KTN132","2cell","KTN1322cell315","SRR5961326","SAMN07544283","SRX3119633"
"KTN132","2cell","KTN1322cell314","SRR5961327","SAMN07544282","SRX3119632"
"KTN132","2cell","KTN1322cell404","SRR5961336","SAMN07544372","SRX3119623"
"KTN132","2cell","KTN1322cell405","SRR5961337","SAMN07544373","SRX3119622"
"KTN132","2cell","KTN1322cell408","SRR5961340","SAMN07544376","SRX3119619"
"KTN132","2cell","KTN1322cell306","SRR5961346","SAMN07544274","SRX3119613"
"KTN132","2cell","KTN1322cell304","SRR5961348","SAMN07544272","SRX3119611"
"KTN132","2cell","KTN1322cell415","SRR5961360","SAMN07544383","SRX3119599"
"KTN132","2cell","KTN1322cell388","SRR5961365","SAMN07544356","SRX3119594"
"KTN132","2cell","KTN1322cell340","SRR5961369","SAMN07544308","SRX3119590"
"KTN132","2cell","KTN1322cell338","SRR5961371","SAMN07544306","SRX3119588"
"KTN132","2cell","KTN1322cell385","SRR5961379","SAMN07544353","SRX3119580"
"KTN132","2cell","KTN1322cell290","SRR5961391","SAMN07544258","SRX3119568"
"KTN132","2cell","KTN1322cell332","SRR5961392","SAMN07544300","SRX3119567"
"KTN132","2cell","KTN1322cell400","SRR5961409","SAMN07544368","SRX3119550"
"KTN132","2cell","KTN1322cell357","SRR5961418","SAMN07544325","SRX3119541"
"KTN132","2cell","KTN1322cell383","SRR5961440","SAMN07544351","SRX3119519"
"KTN132","2cell","KTN1322cell377","SRR5961442","SAMN07544345","SRX3119517"
"KTN132","2cell","KTN1322cell374","SRR5961445","SAMN07544342","SRX3119514"
"KTN132","2cell","KTN1322cell380","SRR5961447","SAMN07544348","SRX3119512"
"KTN132","2cell","KTN1322cell379","SRR5961448","SAMN07544347","SRX3119511"
"KTN132","2cell","KTN1322cell428","SRR5961464","SAMN07544396","SRX3119495"
"KTN132","2cell","KTN1322cell429","SRR5961465","SAMN07544397","SRX3119494"
"KTN132","2cell","KTN1322cell426","SRR5961466","SAMN07544394","SRX3119493"
"KTN132","2cell","KTN1322cell364","SRR5961474","SAMN07544332","SRX3119485"
"KTN132","2cell","KTN1322cell366","SRR5961476","SAMN07544334","SRX3119483"
"KTN132","2cell","KTN1322cell372","SRR5961478","SAMN07544340","SRX3119481"
"KTN132","2cell","KTN1322cell53","SRR5967469","SAMN07552529","SRX3125120"
"KTN132","0cell","KTN1320cell75","SRR5967482","SAMN07552334","SRX3125107"
"KTN132","0cell","KTN1320cell215","SRR5967495","SAMN07552474","SRX3125094"
"KTN132","2cell","KTN1322cell246","SRR5967500","SAMN07552722","SRX3125089"
"KTN132","2cell","KTN1322cell147","SRR5967510","SAMN07552623","SRX3125079"
"KTN132","0cell","KTN1320cell169","SRR5967527","SAMN07552428","SRX3125062"
"KTN132","2cell","KTN1322cell6","SRR5967530","SAMN07552482","SRX3125059"
"KTN132","0cell","KTN1320cell36","SRR5967545","SAMN07552295","SRX3125044"
"KTN132","2cell","KTN1322cell101","SRR5967557","SAMN07552577","SRX3125032"
"KTN132","2cell","KTN1322cell218","SRR5967565","SAMN07552694","SRX3125024"
"KTN132","2cell","KTN1322cell217","SRR5967570","SAMN07552693","SRX3125019"
"KTN132","2cell","KTN1322cell216","SRR5967571","SAMN07552692","SRX3125018"
"KTN132","0cell","KTN1320cell200","SRR5967611","SAMN07552459","SRX3124978"
"KTN132","0cell","KTN1320cell50","SRR5967630","SAMN07552309","SRX3124959"
"KTN132","0cell","KTN1320cell48","SRR5967634","SAMN07552307","SRX3124955"
"KTN132","2cell","KTN1322cell143","SRR5967644","SAMN07552619","SRX3124945"
"KTN132","2cell","KTN1322cell261","SRR5967659","SAMN07552737","SRX3124930"
"KTN132","0cell","KTN1320cell154","SRR5967668","SAMN07552413","SRX3124921"
"KTN132","2cell","KTN1322cell85","SRR5967673","SAMN07552561","SRX3124916"
"KTN132","2cell","KTN1322cell227","SRR5967684","SAMN07552703","SRX3124905"
"KTN132","2cell","KTN1322cell229","SRR5967686","SAMN07552705","SRX3124903"
"KTN132","2cell","KTN1322cell231","SRR5967688","SAMN07552707","SRX3124901"
"KTN132","0cell","KTN1320cell99","SRR5967691","SAMN07552358","SRX3124898"
"KTN132","0cell","KTN1320cell91","SRR5967695","SAMN07552350","SRX3124894"
"KTN132","2cell","KTN1322cell166","SRR5967714","SAMN07552642","SRX3124875"
"KTN132","0cell","KTN1320cell3","SRR5967715","SAMN07552262","SRX3124874"
"KTN132","0cell","KTN1320cell9","SRR5967723","SAMN07552268","SRX3124866"
"KTN132","0cell","KTN1320cell118","SRR5967731","SAMN07552377","SRX3124858"
"KTN132","0cell","KTN1320cell119","SRR5967734","SAMN07552378","SRX3124855"
"KTN132","0cell","KTN1320cell120","SRR5967735","SAMN07552379","SRX3124854"
"KTN132","2cell","KTN1322cell125","SRR5967742","SAMN07552601","SRX3124847"
"KTN132","0cell","KTN1320cell190","SRR5967746","SAMN07552449","SRX3124843"
"KTN132","0cell","KTN1320cell186","SRR5967752","SAMN07552445","SRX3124837"
"KTN132","0cell","KTN1320cell60","SRR5967767","SAMN07552319","SRX3124822"
"KTN132","0cell","KTN1320cell57","SRR5967768","SAMN07552316","SRX3124821"
"KTN132","0cell","KTN1320cell53","SRR5967772","SAMN07552312","SRX3124817"
"KTN132","0cell","KTN1320cell51","SRR5967774","SAMN07552310","SRX3124815"
"KTN132","2cell","KTN1322cell195","SRR5967780","SAMN07552671","SRX3124809"
"KTN132","2cell","KTN1322cell200","SRR5967783","SAMN07552676","SRX3124806"
"KTN132","2cell","KTN1322cell264","SRR5967791","SAMN07552740","SRX3124798"
"KTN132","2cell","KTN1322cell267","SRR5967794","SAMN07552743","SRX3124795"
"KTN132","2cell","KTN1322cell272","SRR5967795","SAMN07552748","SRX3124794"
"KTN132","0cell","KTN1320cell141","SRR5967809","SAMN07552400","SRX3125280"
"KTN132","0cell","KTN1320cell13","SRR5967812","SAMN07552272","SRX3125277"
"KTN132","0cell","KTN1320cell16","SRR5967819","SAMN07552275","SRX3125270"
"KTN132","2cell","KTN1322cell122","SRR5967822","SAMN07552598","SRX3125267"
"KTN132","2cell","KTN1322cell121","SRR5967825","SAMN07552597","SRX3125264"
"KTN132","2cell","KTN1322cell118","SRR5967826","SAMN07552594","SRX3125263"
"KTN132","0cell","KTN1320cell70","SRR5967840","SAMN07552329","SRX3125249"
"KTN132","0cell","KTN1320cell69","SRR5967841","SAMN07552328","SRX3125248"
"KTN132","0cell","KTN1320cell210","SRR5967843","SAMN07552469","SRX3125246"
"KTN132","0cell","KTN1320cell204","SRR5967845","SAMN07552463","SRX3125244"
"KTN132","0cell","KTN1320cell201","SRR5967846","SAMN07552460","SRX3125243"
"KTN132","2cell","KTN1322cell242","SRR5967854","SAMN07552718","SRX3125235"
"KTN132","2cell","KTN1322cell240","SRR5967856","SAMN07552716","SRX3125233"
"KTN132","2cell","KTN1322cell236","SRR5967860","SAMN07552712","SRX3125229"
"KTN132","2cell","KTN1322cell235","SRR5967861","SAMN07552711","SRX3125228"
"KTN132","0cell","KTN1320cell107","SRR5967871","SAMN07552366","SRX3125218"
"KTN132","2cell","KTN1322cell157","SRR5967877","SAMN07552633","SRX3125212"
"KTN132","2cell","KTN1322cell158","SRR5967882","SAMN07552634","SRX3125207"
"KTN132","0cell","KTN1320cell173","SRR5967892","SAMN07552432","SRX3125197"
"KTN132","2cell","KTN1322cell38","SRR5967897","SAMN07552514","SRX3125192"
"KTN132","2cell","KTN1322cell36","SRR5967903","SAMN07552512","SRX3125186"
"KTN132","2cell","KTN1322cell178","SRR5967904","SAMN07552654","SRX3125185"
"KTN132","2cell","KTN1322cell181","SRR5967907","SAMN07552657","SRX3125182"
"KTN132","0cell","KTN1320cell30","SRR5967912","SAMN07552289","SRX3125177"
"KTN132","0cell","KTN1320cell21","SRR5967917","SAMN07552280","SRX3125172"
"KTN132","0cell","KTN1320cell27","SRR5967919","SAMN07552286","SRX3125170"
"KTN132","2cell","KTN1322cell213","SRR5967931","SAMN07552689","SRX3125158"
"KTN132","2cell","KTN1322cell280","SRR5967937","SAMN07552756","SRX3125152"
"KTN132","2cell","KTN1322cell278","SRR5967939","SAMN07552754","SRX3125150"
"KTN132","2cell","KTN1322cell283","SRR5967940","SAMN07552759","SRX3125149"
"KTN132","0cell","KTN1320cell139","SRR5967942","SAMN07552398","SRX3125147"
"KTN132","0cell","KTN1320cell140","SRR5967943","SAMN07552399","SRX3125146"
"KTN132","0cell","KTN1320cell137","SRR5967950","SAMN07552396","SRX3125139"
"KTN132","2cell","KTN1322cell66","SRR5967952","SAMN07552542","SRX3125137"
"KTN132","2cell","KTN1322cell64","SRR5967954","SAMN07552540","SRX3125135"
"KTN132","2cell","KTN1322cell69","SRR5967959","SAMN07552545","SRX3125130"
"KTN132","2cell","KTN1322cell109","SRR5967960","SAMN07552585","SRX3125129"
"KTN132","2cell","KTN1322cell108","SRR5967961","SAMN07552584","SRX3125128"
"KTN132","2cell","KTN1322cell72","SRR5967962","SAMN07552548","SRX3125127"
"KTN132","2cell","KTN1322cell442","SRR5961315","SAMN07544410","SRX3119644"
"KTN132","2cell","KTN1322cell441","SRR5961318","SAMN07544409","SRX3119641"
